image_id,labels,transcriptions
1355,1,VAOA EN ANUBU THAHBI CHELAKUTII. AKHAKU ORU UMMAKOOU APAOITHAIRUKI KATTI PJDI AKNA VA CHA NAMBA AKHAKJ NAMBA MALA BVALAWU PASAH R/ CHAA NANBA ARIPURU CHINA PAYAN THAHMBILAH SALAPATHUIUUSE PANA VENDI IRURI ANALUHNALA SUGAHA IRURU
1356,1,ramil besrie meme sari sari seikram podhum nolla mari kaloffu class iruku nadichathu oh udone Kusiya paru sir kavala podotha na Qoso idhula martum fasf theera seepi vidran pulla
1708,0,mR Face wash Panna maarom mட 0 Aanaa filter use pannuvom
1132,0,Volog VIDEO
77,0,After listening Nitham oru Yutham audio bookon Kukufm சாவாங்க ன்னும் செத்து விழுவாங்க *AUDIENCE AALA PATHA DUMMY PIECEAH IRUKA
347,0,Muthu Kutti Just now Anirudh Ravichander In the climax The Hukum song is playing #muthumc Shiva Rajni
810,0,Contact @halinacuppingclinic for face prblms (^ 440 Customers Happy annachi YoUi CLINIC IMIJD HEAL JAJH
883,0,0r Flipkart & amazon ha vida products enga kammi rate la kedaikum enamma ooru kadai page la kedaikum paarunga Apadiye follow panitu ponga poi
1519,1,// ஹேய் எந்திரி // என்னிக்கிடா டைம் ஆகல mondag வேலைக்கு வேலைக்கு போய் போகணுமல்ல இருக்கேன்.. I0P memes iocebook com /ivptele ஹாப்பி சின்ன ஞாயித்து கிழமை (Mondog) நான்
239,0,மணிப்பூர் கொடூரம் அதிர்ச்சி மேல் அதிர்ச்சி மணிப்பூரில் நிர்வாணமாக இழுத்துச் செல்லப்பட்ட பெண்களில் ஒருவரின் கணவர் இந்திய ராணுவத்தில் பணியாற்றியது தெரியவந்துள்ளது! அசாம் ரெஜிமெண்ட்பிரிவில் சுபேதாராக இருந்த அவர் நான் நாட்டை காப்பாற்றினேன்; என் மனைவியையும் ஊரையும் காப்பாற்ற முடியவில்லை என சேனல் ஒன்றுக்கு வேதனையுடன் பேட்டியளித்துள்ளார் dharshan mt டவி LEVEL MEME5 = = VE;^ LEVEL
690,0,Me Dei ennada hotstar account work aagala recharge pannalaya Me after came to know hotstar is down Sorry da avasara pattu unna thititen நிர் 4 ஈ~VFENaom7 vishal_ sammy_ LEVEL WEME$ = = VER^ L[VEL
1354,1,thambi frd- ena akka rombha ah iruka? adachum ointment vangitu varava akka- adai night fulla doggy style la en ass ah drill panitu ipo akkava? pain
115,0,Vijay na cameo soli dhana kutitu vandhinga enna palakkam da idhellam 4 mc LLEVE[ WEME5 = LEVFL
1623,0,G} அழகான மனைவி அன்பான துணைவி அமைந்தாலே பேரின்பமே. அன்பா எங்கம்மா அமையறாங்க பூரா அடங்காபிடாரி தான் அமையதுங்க..
1568,1,Sachin JD 19h 8o Aditi Sankar Siruthai padam sk panni iruntha nalla irukkum என்னடி ஒப்னீயன் இது
1599,0,Tea-6ல ஊறின பன்னும்.. Facebool(-ல கரக்ட் பன்னுன பொண்ணும் ரொம்ப நேரத்துக்கு நிலைச்சிருக்காது..
777,0,LakshmiMv @mvlakshmibe56 Online shopping sites: Eppo pathalum productsa pathu favorites and wishlist Ia podraalae thavira
1526,1,பெண்கள் அழும் அவள் மூக்கில் இருந்துமுட்டை வந்தால் அவள்உன்னை உணமையாக நேசிக்கிறாள் என்று அர்த்தம் பொது ; g =
1441,1,கோலை முதல் பெண் டநர் ஷர்மிளா பணி நீக்கம் கோவையின் முதல் பெண் பேருந்து ஓட்டுநரான ஷர்மிளா பணியிலிருந்து நீக்கம் NENCS மீகி Behindகட்ப மீடியா எனக்கென்னமோஉன் மேலதான் சந்தேகமா இருக்கு ஒட்
124,0,Muthu Kutti 11m TLIM : are u busy  why are u not replying to my msg Me time sheet fill pannitu irunthe my lord #muthumc HUTHU NC
180,0,Adhan evlo prechana varudhu la breakup panikalam la LFVEL I Myfrnd Romba Dhooram vandhuttom full ah mudichutu dhan return varanum LEVEL [WF$ = = =
1187,0,"வாட்ஸ் அப் இல்லாத காலத்துல வாசல் படில உட்கார்ந்து 0ட55 மீ் ஸு 9 தஞ்சை பாலோ பொம்பளைங்க இப்படித்தான் ""குரூப் சாட்டிங்"" பண்ணிட்டு இருந்தாங்க 43500"
1656,0,அனைத்துமகளரும சாதாரண கட்டண பேருந்துகளில் மே 8 முதல் கட்டணமில்லாமல் பயணிக்கலாம் S]9 CQerkai pattia U ஆணடி 12பி பஸ் எத்தனை மணிக்கு வரும் எடுடாகைய. நானம் அம்பளதான் 7^ ~~ப நகரப்
611,0,தனியா இருந்தா எப்டிடா சந்தோஷமா இருக்க முடியும்  ! இவுர பாரு . HLUMIII தோ .
1578,0,Na oru you tube cooking channel start pana poren Unaku thaan samaika theriyathey epdi samaipa You tube paathu thaan
439,0,Muthu Kutti Just now Ur going to office to see ur crush But she is on leave #muthumc _1 NUIHONG
49,0,+*+ BYrs Old me ** Me playing with pakkathu veetu Nibbi !! Me நமக்கு ன்னிக்கு கல்யாணம் !! டும்டும்டும் கல்யாணம் முடிஞ்சுது னி பர்ஸ்ட்நைட் !! ஈடாடி தம்பி தம்பி
763,0,POV: 2035 IAUNIR PUJTI dpak 97 Appa nenga amma va enga pathinga 00 oru naal instagram Ia en comment ku reply panna
281,0,Conversation with your colleague in chat gone little embarrassing . Idhukku aprm epudra nimmadhiya thookam varum naan epdi da ava moonjila mulippen LE VEL MEME$ = = VE;^ L[VEL
543,0,Naanum Chinna vayasula irundhu pakrean ipo varaikum apdiyae alaga maintain panranga 190
544,0,DOUOMINBS First match loose panna dhan cup see more 46 0 dharshan LEVEL WEME$ = = LEVFL
1648,0,#her Maamfyar Anga paarungadi en Marumagala evlo adakkama irukanuu US Gifls ்l VENKAT little# princess Apada nama performance paathu nambitangaa BoyS
227,0,Me to cold Epo da climate change aagumnu irukka 4 LEVEL MEWE$ = = L[VEL
429,0,When / got valid point against her She : Vaaiya moodu pesadha 44 dharshan LEVEL WEME$ _ = LEVFL
427,0,MUTHUMC Omuhu ui *Manager discussing with TL to ratings* Dui
900,0,BEFORE MARRIAGE AFTER MARRIAGE D@0l SHOCKA KORA MEMES J{M VASANTH MC MAN ஈOMEDI Pesama Namalum Kalyanam paniralama
1268,1,Villoge பரிதாபங்கள் *lhol poolly Gudiyattam3oomemes ஏண்டியம்மா காலேஜ்க்கு போலயா வீட்டுலயே இருக்க *Me GUOWAIU36o கொரோனா வந்து செத்து போய்டுவேண்டி பைத்தியகாரி;பைத்தியகாரி
750,0,While watching lingilingilingidi song IURRR PIவT dpak 97 Lyrics avan kedakuran ithu kekka and pakka nalla iruku
1442,0,மன அழுத்தமா இருக்கேன்னு மீன்வாங்கி வளத்தேன் இப்பமீன் தொட்டி கழுவுறத நினைச்சா அதவிடமன அழுத்தமா இருக்கு தம்பி தம்பி
45,0,Dharshan Just now Dei epdi da ungaluku padutha udanae thookam varudhu #dharshanmc JulIL 9ட- Pov
388,0,Some one : en bro ino thungama iruka?  kosu *Me NUTHUMC
1458,0,Atlee : அது என்ன படம் ??? Scene புதுசா ருக்கே. யோவ் அது செந்தில் பாலாஜி Video யா பாl  ~111010
157,0,harry dawson (3ு) @_harrydawson people who don t sugar in their tea think have a masters degree in maturity -1} Deimeamaalumenakudiabetesdaa 0 put they LE VEL WEMES5  = = VE*^ LFVEL
153,0,Oru alavuku mela nammaku sleeping kedaiyadhu & dharshan _ Overthinking dhan LEVEL MEME$ = VE^ LEVEL
1216,1,/` v~ச For 7Os kids For 8Os kids கோகிலா teacher மல்லிகா teacher மீமாண்டி For 2k kids BusgosKds ஸ்வேதா teacher நாட்டாமை teacher da ஸNO
1029,1,Expectation BELIKE MAGHI Reality =
1138,1,@pugal4zOmemes Crush tying her hair expectation ^ 6 (# 1 TIUI PSYGHOLOGIGHL OFERATIONS 1! ஈ0L BAICAPILOT BLAGK sounn VUAh 1987 But reality
676,0,பணம் ரொம்ப இருந்தா நிம்மதி இருக்காது நிம்மதி இல்லாததே பணம் இல்லைன்னு டா  தான் LEVEL MEMES = = VER^ LFVEL
853,0,64 Proposal Expectation mt Endha Love you !! ~Reality உழவன் மீம்ஸ் Un kaala pudichi kekuran enniya love pannu pudi
382,0,After receiving KT for full day from senior dood He~Edhuna purinjidha ??? dharshan *Me LEVEL MEWE$ & = VE*^ LEVFL
1644,0,Seniors going to first year class Bxpectations senior vechitandadiun melakannu Mamaeanthaponnuunnd than pokkuthu pRueuPS N *vanthutandijoker Reolty P*nda
1422,1,ThongodhBAkkocethoenomosemokonokooo eopooidgepnoஸe @ bockshoblamced mayetunthochovoikhoiumo AKkogSeekiணஞyண vளikomumd Onokumodhanipoitkonoeutho Suddeny AKkosஞosbond3 ondஸீறehoவீoூene9 semoyocooperdteponunodiodhumondhobocksho vongumbodhhbsemodi Rctress Memer *Thangachi & aa Appo nethu namalapanunathu pom Gel
1460,1,Opening InstagraM Facebook பொதிய ஏத்தி வண்டியிலே பொள்ளாச்சி சந்தையிலே seeMOre Blazzy Rajesh m0c mம
1056,1,my bro amma mom en ponnu super ah samaippa avalukku theriyatha disheh illa bro mind : antha pakki ku Maggi ya thavira vera eathum theriyathel seiya
911,0,உழவன் மீம்ஸ் senoignemer Foodie's* Single s committed s Meen kozhambu Enaku sapade Aaga  Aaga neriya iruku ana sooru venam kojam tan irukey
653,0,POV~ you re loving other religion guylgirl Dad while watching love movies cursing be like ~ Indha maari veeta emathitu love panravangala konnu podradhula thappe illa mc AaddAada LEVEL MEMES  = = VE;^ LEVEL
411,0,Oru side unuku innoru side papa ku nu sollirupalae harshan_ ஆமாங்கய்யா! LEVEL |E#F$ = = LEVEL
846,0,six face memes PhatcGhia Me Naanum No shave noveme foஔaிam nu irukken NgSீend
1684,0,Women' $ Respect Women nu sonna morfum pothathu dlso Respect Men who Respecis Women Happy Day
727,0,Polimer ஞாயிற்றுக்கிழமைகளில் முழு NEHNS ஊரடங்கு தமிழக அரசு அறிவிப்பு தமிழகத்தில் அமலுக்கு வருகிறது இரவு நேர ஊரடங்கு ஒன்றாம் வகுப்பு முதல் 9ஆம் வகுப்பு வரை நேரடி வகுப்புகள்க்குத் தடை Kovama Kuttyma Repeab U
1351,1,amma adikadi pudichu sapduren nu thappa nenachi katha daaa mood amma appa va thavara vera yaruthayum pathathu ila athu enamo un kunju enaku romba pudichu pochu
1585,0,வீட்ல எப்பவும் சிரிப்பு சத்தம் கேக்குதே? மனைவி என் மேல பாத்திரத்த தூக்கி போடுவா. மேல படலேன்னா நான் சிரிப்பேன் பட்டதுன்னா அவள் சிரிப்பா
1090,1,*ஓணத்துக்கு saree கட்டிருந்தன்ல. எப்படி டா இருந்துச்சு.... ~ஓணானுக்கு saree கட்டுன மாதிரி ருந்துச்சு டி.. இa Omsiva ஸS 0 போம் JENES ~nG
944,0,.9 Me doesnt know how to fill bank challan form IIILIIB Dad + Unna padika vachadhuku unna la enna pana mudiyumo panita PRABA DE_VILLIERS S3I 0
601,0,GOod opening withan excellent evening and Night shows across TN Audience reports good Naganathan 0R @NnBANaganatha #Vaathi good opening with ) an excellent evening and Night shows across TN Audience reports 5?//^^^TUDIOS voIUNoun 3L0C|30S1E? CLASSES B E G1 N சவாத் Wuuon r Another blockbuster movie on cards for Dhanush day day good
1215,1,ராசாத்தி ரோசாப்பூ வாவாவா மெட்ராஸ் படஅம்மா அன்று மீமாண்டி இன்று ஹே
711,0,உனன தான்டா முதுகு கூன் போடாமல் நிமிர்ந்து உட்கார்
215,0,mt Boss avanga rathanavela character ah celebrate pannitu irukanga CடVEL *MariSelvaa dharshan _ mட வWI W + 0@uFய Enna da solra MEME$ = = VER^ LEVEL
60,0,[uubwiilrg KFC Crispy Days offer la 9 Peri Peri Strips 199 rupees only than. [மIITS Visayam Secret uh! Top
99,0,Muthu Kutti Just now *When itis your friends marriage* Neraya velaya vitutu unakaaga vanthu irukom nee tha room arrange panni kuduthutu bachelors party vachutu pora #muthumc GOUDMINES
1369,1,Me: Sorry de vechi thechitu dha irrudha theriyama ulla poidichi 39 bestie shhhh.... edukadha da nalla vegama adi ahhhh veliya
1147,1,தனக்கு குடுக்க பட்டது நான்கு வகையான சட்டினி அல்ல நான்கு நாளான சட்டினி என்பதை உணர்கிறார் அப்பாவி கணவன
1432,1,SALEM BUS STAND NIGHT AFTER 1O'CLOCK Hai variya da thambi கையா இல்ல வாயா SE்LVh 300 ruva than Ok va apo antha Erode bus nikkuthu paru anga va தம்பி WIMIS
440,0,Takkar movie official teaseris out now ! Adengapa. Modern love huh pathiivalo Open huh intresting huh solliirukanga
983,0,#Amma Epo dq veTuKu voruvd? 8 manika varen ma Time 8.01 Mom .
461,0,Status neraiya peru pathutanga. But yarume ethume reply send pannala 19:36 Adhuku 19:49 You Adhuku Ipdi pesa mudiyatha mathri msg panna conversation make panrathu 19:50 m Adafvanennangafvlo open ah pesraan pathil LEVEL WEME$ epdi ய = VER^ LEVEL
1318,1,ennaa nanum pathutey iruken adikadi enna orasurathum ahhh anni azhagu anni nu monangarthuma iruka rugged anni un asingam pudicha vela ellam enkita kaatatha thundu thunda aruthu kaaka ku potruven hyyy
1558,1,FB ADA Girl Bestie Ena da Apdi Paakura? Me: Nejamavey ne ponnu dhana? Una epdi paathalum aambala madhiri dhan d iruka
540,0,Sylesh $ Just now In Instagram Some reel content makers st person in your share list will love you or Znd person has crush on you... 3rd person owns you nuxes Me after seeing that: Dei paithiyakara pun*a.. kiruku ku*hiyan . poda angutu. & 4 LEVEL MEME$  = VE;^ LEVEL
1301,1,thooki vechu sorugi mola sappurathu ellam sorgam Have u drived before ?
1762,0,நீ futureக்கு time travel பண்ணனுமா ஒன்னும் இல்ல காலைல 6 மணிக்கு அரை தூக்கத்துல எந்திரி . இன்னும் 5 நிமிஷம் தூங்கிக்கலாம்னு படு.. 3 மணி நேரம் future time travel ஆகலேனா என்ன செருப்ப கொண்டி அடி TOM இப்ப க்கு
1195,1,மனைவியை அம்மா வீட்டுக்கு அனுப்பும் தருணம் பத்ரமா போயிட்டு பொறுமையா வl செல்லம் Download Dailyhunt on Store Play
447,0,mt Boss avanga rathanavela character ah celebrate pannitu irukanga CடVEL *MariSelvaa dharshan _ mட வWI W + 0@uFய Enna da solra MEME$ = = VER^ LEVEL
1294,1,avar munnaal thangachi tnangachI nu paasama koopduringa nu nenachan friend wife ippothan puriyuthu friend pondati ah thangachi nu kooptu avala koothiyala vechikarthu than ungala mari ambalainaaluku oudikum nu
205,0,Doctor: Sollu pa enna aachu /6 dharshan Sapta udanae aai varudhu doctor LEVEL MEME$ = = LFVEL
50,0,Vasanth Karthik 14 minutes ago When i argues with my mom Amma nee ellam suneeta sharma kaal kazhuvi kudichalum urupdamata da Me adhu yaar ma suneeta sharma? Amma : adhan 1OO ruba 1.5 kodi jeichaley youtube la vilambaram poduvaney junglee rummy Me : epomey akkam pakkathula irukkavan kooda thana ma compare pannuva ipa ennama YT vilambaram kooda la compare panra Dai_summa Iu_da ~ potu
342,0,0ue சiu '1 . Theriyum bro CSK dhan win pannuvanga nu ellam scripted dhan bro dharshan _ LE VEL MEME$ = = VE;^ LEVEL
1714,0,My Friend Machan Na Love Pannuranda W4UIGHW4774 4N64 *Me +@IMaligAWATLA Pasanga ப6சசச
313,0,Me after activating Microsoft apps without product Thimuru venuma thimuru iruku Gethu venuma iruku Garvam venuma adhuvum irukku & key gethu LEVFL WEME5 = VE*^ L[VFL
591,0,Vandila eduthutu varava di nu keta Edhukku da veen selavu bus Ia pona enaku free unaku minji 50 aagum full ah suthuna kuda nu solra ponnu. Rare piece sir Wa day LEVEL MEMES = = VER ^ LEVEL
1513,0,அன்பேதயிறு நீதான் என் உயிரு  அன்ப உப்பு ஏனகூட பேசாட்டா தப்பு.. அன்பேசீனி நீதான் ஏன் இதயராணி. அன்ப. ஆபபம் நாம அப்புறமா பாப்போம் . நீ
521,0,Ennaga ivan catch kuduthalum pudika matranga vishal_ sammy_ mt Dube
1009,0,KIDS FROOTIKUDILOOTIADI LEGENDS SARAKU ADI YARA VENAADI Pite ut
997,0,1 Macky memes Instagru FUNNY MEMES3 ^/CRV^FS Oh Padikira Pula Engirundhalum Pudikumnu Soluvanga Athu ithu than pola
485,0,Great support foranew team ! Yaathisai Movie's trailer receiving highly postive reviews யாரை கேட்டாலும் பதில்த All uttered the same name 6 million organic views for the trailer. Semma Reach aagiiruku yelarukitayum ஒரே
1672,0,நாளை முதல் [மே 8] அனைத்து சாதாரண நகரப் பேருந்துகளிலும் பயணம் செய்ய மகளிருக்கு இலவசம் முதல்வர் முகஸ்பாலின் முதல் ~கபழுத்து private bus conducfors Nallaila irunthu orufhiyum namba busla Yera maftolunga
928,0,4567' Artistagonum nu movie lanadikanum nuosairukku but athukana chonce dhakidaikamattuthu Feature pilot short film idhula nalla chance tharanga
193,0,Muthu Kutti Am Climax la en jet la pogura apo salute adikura scene vachanga nu kelunga sir #muthumc
55,0,Enna na orey chat memea potutu iruka 3:28 pm Enayum content akiratha na 3:29 pm vishal_sammy _ Purinfiduchucontentaakuren
880,0,TODAY IMINUTE VIDEO Girls Psychology in Iamil Intersting Facts about Womens பசங்க மறக்காம பாருங்க! GIRLS PSYCHOLOGY செம Interesting வீடியோ மக்களே Miss பணணாம் பாருங்க! FULL VIDEO LINK IN MY BIO
184,0,Muthu Kutti Just now Antha thappa mattum panida maaten da. #muthumc Venada Muthu single ah iru atha nallathu Luv la venada Purinjuko SIUDIos
1435,0,இந்தா BRUSH நீ இத எப்படி புடிச்சு பல தேய்ப்ப னு காட்டு தென்ன இவ்ளோ சின்னதா இருக்கு எங்க வீட்ல 2 முழம் நீளத்துல மேல சுத்தி plostic முடிமுடிமாதிரி இருக்கும் ^9 மூதேவி. மூதேவி. அது TOILET CLEAN பண்ற BRUSH டா. ச&x ஈri
122,0,knew that are beautifulhandsome But naan nalla ve illa enaku romba inferiority complex and insecurities irukku My mind Iட They they they LEVEL MEWES  = = = LFVEL
1694,0,"நோ""p VAIVUUU ஹாப்பி WOMEHS DAY தோழி Fake ஈo? நா FAKE ID பா முண்டம்"
555,0,Mc Muriel Just now ipolam movie pakka intrst illa cricket pakka intrst illa yaarkittayum pesa intrst illa Maturity vanthuduchu pola Ithukku per depression da pannada #mc_muriel W ms
1433,1,Wakali yarra neengalam Ig  MISS ப ](
869,0,Bோ8 Thklm Paaka hle Wow Ialla  Bajana மga Kevepe Vachanaoru Unakellam ponnalre BLiohu efasel Bkeid ya Iua aachu pandien Iukumda venditha
861,0,^5mo0 a5 ~Me Thx Jii Bro Side Stand Eduthu Vidunga Bro
904,0,முத்து மேல கேஸ் போட்டு இருக்காங்களாம் இப்போ அவர் வீட்டுக்கு கோர்ட் சம்மன் அனுப்புனா நண்பர்களே புது லெட்டர் வந்துருக்கு 19 ஜிபி
1250,1,காதல் ' என்பது வெறும் பாடுபடுவது . கல்யாணம் என்பது படாத பாடு படுவது.. இந்தியாவின் #1 ஷார்ட்நியூஸ் யag2neus டவன்லோட் #InuiaHeadsWayzNews ஆப்
905,0,பூந்தொட்டியில் கஞ்சா வளர்த்தவர் கைது UTTI PIIIAU MUMES W vivasayam panna thappa bro! செடி
906,0,NE : AMMA ORU PONNA LOVE PANDREN MOM Vi _H ப்பா என்னா சார்ப்பு
91,0,Payapulle Enna Solla Varuthu ? ocachi paakolama?
908,0,school போயிட்டு வீட்டுக்கு வரும் #Road side dog # mom 90 Kids மே வங்க லாம் ங்க தான் இருப்பாங்க போது ி
493,0,Muthu Kutti Just now rahanae la silent ah sambhavam panitu Rahanae va #muthumc poita
1207,1,-14W1 WEMES YAASHIKA FIRST CONTESTANT OF BIqq BOSS !055 எ& #YOUNOSTERS
274,0,Dharshan Just now Them Enga ooruku vandha solu nan pathukuren Also them when / visited their ooru: #dharshanmc mc It
143,0,MUTHUMC இmபIரப ஈUI11 No one* *Literully noone கடன கேட்பவர்கள் ;
814,0,DEC 21 NWS புஷ்பா பாடலுக்கு வலுக்கும் எதிர்ப்பு புஷ்பா திரைப்படத்தில் இடம்பெற்ற ஓ சொல்றியா மாமா பாடலை தடை செய்ப வேண்டும் இல்லாவிடில் சமந்தா எள்ளிட்ட படக்குழு மீது சட்ட நடவடிக்கை எடுக்கப்படும் தமிழ்நாடு ஆண்கள் பாதுகாப்பு சங்கம் + W5 /uno 0 4 KADALLAYE ILAYAM WE GUYS HAVING SANGAM ?
1168,0,அம்மா : உன குடு சித்தி கிட்ட பேசிட்டு தரேன் *3 hrs later* Mom* Me* phone
613,0,Me seeing status in mom or dad's phone Murugan venuma murugan iruku Amman venuma Amman iruku Sivan venuma Sivan irukku And so on LEVEL MEMES = = VE;^ LEVFL
1087,1,mt ponnu mapla Deii iva Iha da na katika porava *mapla frnd *mapla ponnu Ai ai ai Enna reaction maruthu. Etha irunthalum +honiya sollu. Iva munnadi no
204,0,Muthu Kutti Just now When my favorite person didnt message me for two Aie paathia vittu pora paathia #muthumc days
1531,0,Gloe stor Menclubku pona athu enjoyment stressrelief Foe Star Women clubku pona athu Culture Degradation Floo Stor guttku Ithuena pithalatamaiukul Xuammo
726,0,Letoile espiegle @mono_shalzp Me : No one can make me cry anymore Onions : Ahnn.. Ahnnn.... Kekkala. HODE CINE
417,0,Planning to go out Movie polaama ? Avlo selavu thevaya ippo mall povoma ? Romba kootama irukume Apana Beach polaama ? Romba Veil ah irukke Apa veetlaye irukalama ? Romba bore adikkudhe LEVEL me Apa LEVEL MEMES = = =
1218,0,First Approached Thiruchitrambalam மீமாண்டி Final Output
1550,0,திருமண மேடையில் மண மகனுக்கு கொடுக்கப்படும் கடைசி வார்னிங் Ialwzsmle யாரேய பொண்ண கூப்பிடுங்கோ
1691,0,Wishing For Womens At Offi<e Excuse me!!! Enna??? Fsvmeme Happy Womens Day Day
1456,0,9%$ பள்ளி ஆசிரியர் பரிட்சைல 36 பக்கம் ககதை எழுதுனதுக்காக லாம் பாஸ் போட முடியாது அம்பி . TDS பின் இருக்கையர்
715,0,GS சEngland 3 AAus Actinglunaiye minjirvaan
514,0,Bro iniki match pathiya??? He : CSK match mattum dhan papen சல் IN9 harshan LE VEL MEMES = = VER ^ LEVEL
1013,0,OpenAls new tool cun spot foke Al imoges with 99% accuracy
683,0,44 Mysister Applying facemask at night mI( Me My mom ayioo aaththa nee edha ketalum seiren aana idhellam pannadha ma  LEVEL MEWE5 = = LFVEL
1359,1,Annienaku mood aahiruku 8 8 8 Sarisu ^ kaatu 8 aio annna ungala kaiadichu vidurean okkஇ nu = : ம ' en purusan vandhuruvan aavarathukulla mudinchutumai sariquick aah panudaa
1662,0,அனைத்து மகளிரும் 1^111 சாதாரண கட்டண நகரப் பேருந்துகளில் மே 8 முதல் கட்டணமில்லாமல் பயணிக்கலாம் முதல்வர் மு கஸ்டாலின் Someone Q5CIn ஆண்களுக்கு எப்போ விடியல் வருமோ ?? ஈஃ00
773,0,Vetri Mra Just now Me : sir 2o clock mela leave venum !! Manager : athu enna 2o clock mela? Me : athu Vanthu CWC-23 : ENG vS NZ ) IUIIN PIJT mt veriwa
1625,0,தினமும் யூடியூப் ல சமையல் பண்றது எப்படின்னு மூணு மணி நேரம் பாக்குற ஆனா. நீ என்ன சமைக்கிறது அதே உப்புமா . அதே ட்லி . அதே தோசை தானே!
214,0,Sanjay Krishna Just now mood nowadays when the topic is about Indian Cricket Team. GOUDMINE Neenga ennamo pesunga antha pnuda team [ur r paththi enta kekaathinga. -My
620,0,Accidental farmer  Sony LIV series Indha maari orru semma comedy series Tamil la vandhu irukunae nariya peruku theriyala
279,0,Odancha temper romba naala irukeh pudhusa vanguna vangi orey naala oadnchiruchu _vishal sammy _ தயி் LEVEL MEME$ = = VER ^ LEVEL
599,0,~9 dad & mom calculating monthly expense me ^9 200 ruba kuduthinga na
1035,1,Love online en ma call panna edukave mattika 06:24 pm Mobile Ia charge illa da 06:25 pm appo ivlo neram online Ia ye 06:25 pm Ipo than da charge kammi achi 06:25 pm sari ma 06:26 pm Sho ச்ச இந்த இருபத்தி ஒன்றாம் நூற்றாண்டுலயும் இப்பிடி ஒரு இளிச்சவாயனா இருக்கானே My irukiye
1687,0,ivanga tha intha ulagathodaa miga periya thooongal ivanga illana namala illa E{TII swomen s LE O @nUI RSPGT DOUS EQODLIV
897,0,Vadakkan dad நீ நாட்ல வேல இல்லாம கஸ்டபடும்போது . இது உனக்கு கை கொடுக்கும் chciichn தமில்
1555,0,உலகத்துல பெண்களுக்கு ரொம்ப பொறுமை அதிகம்யா ஆமா போட்ட சீரியலே எத்தன தடவை போட்டாலும் பார்க்குறாங்க.!
497,0,Jaddu Naa oru best fielder nu marandhutingala vishal_sammy_
127,0,Ayya apdiye oru 20 years future la kondu vitrunga ennala indha pressure ah thaanga mudiyala mc Iட poi LEVEL WEME$ = = L[VEL
678,0,Muthu Kutti Just now Me innaiku enna ma saapadu?? Mom sooru beans sambhar Me : epa paarthalum sambhar thana diff ah ethachu sei ma Mom un pondati varuva avata ithula kelu ava vena senju kudupa Me : emov athukutha kaathu nu iruken #muthumc MUTHU MG
394,0,Muthu Kutti Just now Me after scoring marks Ipo amma vanthu naa saami kumbita naala tha nee pass panniruka nu solluvangha paarungha #muthumc good
1267,1,பொண்ணுங்க துணிக்கடைல கேட்குறது ரெண்டே விசயம் தான் 1இந்த கலர்ல வேற டிசைன் இருக்கா? 2இந்த டிசைனல வேற கலர் இருக்கா?
1018,1,Dad little #princess She . நா First time #cook பண்ணி ருக்கேன் Amma ~ ஈகாக்காய்க்கு கொஞ்சம் வெய்டி காக்கா ~
418,0,Takshashila University 2023-24 academic year admissions open now ! N < SU: Me on my way to apply for TEET entrance Exam
534,0,Best friend for no reason *Mmbu *Mmbu mr XMmbu 6 LEVEL harshan  _ *mbu *_mbu AMmbu LEVFL WEMF$  = =
1288,1,pichaikaran ellam nalla perusa punda kiliyura alavuku vechu irukaan;enakum onnu vaatchu irukey high class gaaji sundu viral ah sudu thanni Ia surungi pona maari chi pesama intha pichakarana kooptu car kulla kuthikalama potu
1675,0,அனைத்து மகளிரும் ^90 சாதாரண கட்டண நகரப் பேருந்துகளில் மே 8 முதல் கட்டணமில்லாமல் பயணிக்கலாம் முதல்வர் முகஸ்டாலின் மகளிர் Adichan paaru order ahh
1334,1,Ena da paakra? Paaka nalla ponnu mathiri iruka Pool oomba teriyathu nu nenachiya @ tamil troll Intha vidhya vaai vacha kanji kudikama po maata @tamiltroll Oru drop vidama kudukurathu than da gethu athunala than enna thevadhai nu solranda
1634,0,Mama Ponnu Expectations IUNUB VECNUO Reality Onnu Kolanthaya Iruku Innonu Kolantha yoda Iruku
101,0,Sorre Drie wniy you choose OMR as ur Work location sema traffic an vera irukkum Me 1=ப~:1
1352,1,Priyamani clg pasanga la rent ku vetathu nalla dha da nalla nakku da ahhhh akkafantasy Una condom vangitu Vara sonne vangitu vathiya? apuram yen da inum summa irukura ula vitu kutha start panu da apdi pochi
486,0,Dad : யாரையாச்சும் Love பண்ணா சொல்றா கட்டிவைக்கிறோம் Me : அவங்க வீட்ல ஒத்துக்கமாட்றாங்க Dad யாரு ஒத்துக்கலனு சொல்லு றோம் Me : வேறயாரு அந்த பொண்ணு Dad நாங்க பேசு தான்
1463,0,இந்த வாரம் முழுவதும் நெருங்கிய சொந்தத்தில் 3 கல்யாணம் கோதவரி இன்னும் ஒரு வாரத்து டீ வெக்கறதுக்கு தவிர நீ அடுப்படி பக்கமே போக கூடாது. IWP memes 5://www facebook com v/ivptele --7-1- 0-0 07`
13,0,Mc Muriel Just now In function Random perusu thambi aduthathu unakku thane ithu puberty function da boomer uh #mc_muriel
1407,1,TTIAUOHIYSISI IIIDHAWIIRIUISUNNIH KODUSIBIIUII
1399,1,என்னபா இவளோ பெரிய பூலு வாயிலயே நுழையாதே என் புண்டைலை போகும் ஆத்தா மகன்* இது இது எப்டிடா இது
